,Id,review,token_review,token_review_lemm
552,552,hp   support anything      years drivers cant  downloaded doesnt even support   links   want  waste  money  buy  crap  another corp taking  money making us take ,hp   support anything      years drivers cant  downloaded doesnt even support   links   want  waste  money  buy  crap  another corp taking  money making us take ,hp support anything years drivers downloaded even support links want waste money buy crap another corp taking money making us take
553,553,Sorry  say   never  HP used   good    I  never going back I bought  printer  HP deskjet 2700 series I  given wrong information I  told    way  operate    direct cable Th opposite  true The cable  essential   settingup process It    included I bought one online To set   supposedly wirelessonly printer   nightmare  took many hours  people  really knew     They advised   never go back  HP  I won’t After many hours  frustration   sent  repetitive circles    print  slowly   many intermittent problems  I assume      driver    hardwareThe paper feed  useless You nearly   feed  sheet one  one I tried everything Glitches  refusals  print happen  often Laptop restart required often Those  helped   I   us advise   go elsewhere,Sorry  say   never  HP used   good    I  never going back I bought  printer  HP deskjet 2700 series I  given wrong information I  told    way  operate    direct cable Th opposite  true The cable  essential   settingup process It    included I bought one online To set   supposedly wirelessonly printer   nightmare  took many hours  people  really knew     They advised   never go back  HP  I won’t After many hours  frustration   sent  repetitive circles    print  slowly   many intermittent problems  I assume      driver    hardwareThe paper feed  useless You nearly   feed  sheet one  one I tried everything Glitches  refusals  print happen  often Laptop restart required often Those  helped   I   us advise   go elsewhere,sorry say never hp used good never going back bought printer hp deskjet 2700 series given wrong information told way operate direct cable th opposite true cable essential settingup process included bought one online set supposedly wirelessonly printer nightmare took many hours people really knew advised never go back hp many hours frustration sent repetitive circles print slowly many intermittent problems assume driver hardwarethe paper feed useless nearly feed sheet one one tried everything glitches refusals print happen often laptop restart required often helped us advise go elsewhere
554,554,Please allow   add  voice   chorus  1star reviews   company We   OfficeJet Pro 8600 4in1 printer The printing  copying functions  fine The fax function  obsolete   point  thats  HPs fault What HP  responsible    breathtakingly bad decisions regarding  scan function It used   extremely easy  scan  document   printer  place    glass  press scan Not anymore HP reached virtually   scanner without  permission  approval  literally changed   operates Now  ONLY  scan thru  application   laptop  even requires users  set   account Way  shake customers    big data HP Even worse still  scan function went  something  took seconds  literally several minutes per page It   painful  create even  2page document Very disappointing Not buying  brand ,Please allow   add  voice   chorus  1star reviews   company We   OfficeJet Pro 8600 4in1 printer The printing  copying functions  fine The fax function  obsolete   point  thats  HPs fault What HP  responsible    breathtakingly bad decisions regarding  scan function It used   extremely easy  scan  document   printer  place    glass  press scan Not anymore HP reached virtually   scanner without  permission  approval  literally changed   operates Now  ONLY  scan thru  application   laptop  even requires users  set   account Way  shake customers    big data HP Even worse still  scan function went  something  took seconds  literally several minutes per page It   painful  create even  2page document Very disappointing Not buying  brand ,please allow add voice chorus 1star reviews company officejet pro 8600 4in1 printer printing copying functions fine fax function obsolete point hps fault hp responsible breathtakingly bad decisions regarding scan function used extremely easy scan document printer place glass press scan anymore hp reached virtually scanner without permission approval literally changed operates scan thru application laptop even requires users set account way shake customers big data hp even worse still scan function went something took seconds literally several minutes per page painful create even 2page document disappointing buying brand
555,555,I  purchased  hp laptop   started giving  issues  using   11 months I approached  hp service center   warranty periodThese people kept  laptop    15 days   still unable  resolve  issueI  also mailed  hp support still  issue   resolved yet I   working women     affecting  performanceThe issues  still unresolvedWhats  use    company  engineers   unable  solve  issueShame   guys You  sit   barbers shop  chop hairs   guys dont know   resolve  laptop issues PATHETIC EXPERIENCE VERY DISAPPOINTINGI WOULD NEVEE RECOMMEND HP LAPTOPS TO ANY OF MY FAMILY OR FRIENDSFRAUDSTER YOU ARE,I  purchased  hp laptop   started giving  issues  using   11 months I approached  hp service center   warranty periodThese people kept  laptop    15 days   still unable  resolve  issueI  also mailed  hp support still  issue   resolved yet I   working women     affecting  performanceThe issues  still unresolvedWhats  use    company  engineers   unable  solve  issueShame   guys You  sit   barbers shop  chop hairs   guys dont know   resolve  laptop issues PATHETIC EXPERIENCE VERY DISAPPOINTINGI WOULD NEVEE RECOMMEND HP LAPTOPS TO ANY OF MY FAMILY OR FRIENDSFRAUDSTER YOU ARE,purchased hp laptop started giving issues using 11 months approached hp service center warranty periodthese people kept laptop 15 days still unable resolve issuei also mailed hp support still issue resolved yet working women affecting performancethe issues still unresolvedwhats use company engineers unable solve issueshame guys sit barbers shop chop hairs guys know resolve laptop issues pathetic experience disappointingi would nevee recommend hp laptops family friendsfraudster
556,556,I bought  screen  HPThe product wasnt  I expected  I went   site  spoke   chat agent      10 days All fineThey got  address  send  return packaging Nothing arrived   week I got  touch   Post Sales department   say   cant process  return  Im requesting   14 days     record   return requestNow Im fighting   get access   chat history  I didnt take  screen shots   chat Way  ensure  someone  hate HP forever   tell    friends never  buy HP     fight   get  money back even  youre   right,I bought  screen  HPThe product wasnt  I expected  I went   site  spoke   chat agent      10 days All fineThey got  address  send  return packaging Nothing arrived   week I got  touch   Post Sales department   say   cant process  return  Im requesting   14 days     record   return requestNow Im fighting   get access   chat history  I didnt take  screen shots   chat Way  ensure  someone  hate HP forever   tell    friends never  buy HP     fight   get  money back even  youre   right,bought screen hpthe product expected went site spoke chat agent 10 days finethey got address send return packaging nothing arrived week got touch post sales department say process return requesting 14 days record return requestnow fighting get access chat history take screen shots chat way ensure someone hate hp forever tell friends never buy hp fight get money back even right
557,557,Waste  money buying hp laptop My laptop   extended warranty  still  hp   helping  making excuses  number   reachable  ,Waste  money buying hp laptop My laptop   extended warranty  still  hp   helping  making excuses  number   reachable  ,waste money buying hp laptop laptop extended warranty still hp helping making excuses number reachable
558,558,Yesterday I  insulted talked    asked  access  areas   nothing     printer getting connected wireless I   hp chrome book   enyy printer I spent   week attempting  get  printer online I finally called hp support    hour   results   asked  buy another printer The tech asked  access   banking infor I asked       connecting I  talked     insulting manor   attempted  tell   equipment   old Just bought  printer   week   half ago chromebook little   year ago I took  printer back Dont recommend hp support unless     insulted   sold,Yesterday I  insulted talked    asked  access  areas   nothing     printer getting connected wireless I   hp chrome book   enyy printer I spent   week attempting  get  printer online I finally called hp support    hour   results   asked  buy another printer The tech asked  access   banking infor I asked       connecting I  talked     insulting manor   attempted  tell   equipment   old Just bought  printer   week   half ago chromebook little   year ago I took  printer back Dont recommend hp support unless     insulted   sold,yesterday insulted talked asked access areas nothing printer getting connected wireless hp chrome book enyy printer spent week attempting get printer online finally called hp support hour results asked buy another printer tech asked access banking infor asked connecting talked insulting manor attempted tell equipment old bought printer week half ago chromebook little year ago took printer back recommend hp support unless insulted sold
559,559,I bought  HP 14dq0000   I thought   great price   worked well   90 days Then  problem developed   onoff switch  I contacted HP   warranty information provided What  mistake I  never  treated  rudely  felt like I  dealing  elementary age school children I chatted  3 5 people   time  made  start  providing name address serial model etc etc etc You get  idea A waste  time designed  frustrate   make  go away Each person I spoke  insisted I forward   video   problem   could properly diagnose  problem What nonsense  video   blank screen How helpful I tried  reason   person I spoke     avail Each step   process  carefully thought   frustrate  customer  hope  give   go away You  get  help     A total waste  time Honestly based   experience I would  purchase another HP product The warranty  worthless   customer service   dire need   total make  Far better brands   market  much  concern   customers,I bought  HP 14dq0000   I thought   great price   worked well   90 days Then  problem developed   onoff switch  I contacted HP   warranty information provided What  mistake I  never  treated  rudely  felt like I  dealing  elementary age school children I chatted  3 5 people   time  made  start  providing name address serial model etc etc etc You get  idea A waste  time designed  frustrate   make  go away Each person I spoke  insisted I forward   video   problem   could properly diagnose  problem What nonsense  video   blank screen How helpful I tried  reason   person I spoke     avail Each step   process  carefully thought   frustrate  customer  hope  give   go away You  get  help     A total waste  time Honestly based   experience I would  purchase another HP product The warranty  worthless   customer service   dire need   total make  Far better brands   market  much  concern   customers,bought hp 14dq0000 thought great price worked well 90 days problem developed onoff switch contacted hp warranty information provided mistake never treated rudely felt like dealing elementary age school children chatted 3 5 people time made start providing name address serial model etc etc etc get idea waste time designed frustrate make go away person spoke insisted forward video problem could properly diagnose problem nonsense video blank screen helpful tried reason person spoke avail step process carefully thought frustrate customer hope give go away get help total waste time honestly based experience would purchase another hp product warranty worthless customer service dire need total make far better brands market much concern customers
560,560,My first contact  HP  via Whatsapp  I explained  printer  brand new  broken The representitivve said   organised   new one   sent   collection   made Two weeks later nothing  happened I contacted  second time via phone    one   worst customer experiences   life Multiple convoluted options going  multiple departments customer services logistics team post sales etc etc I spoke   least 4 different people Every person I spoke    idea  I  talking  even though I provided  case ID name  email address NO ONE helped   everyone said  would  contacted  someone else I got  email  someone  Germany I live   UK  tried  help    never replied     emails  still havent   dayOther    one ever contacted   I got  touch   via whatsapp I  told I would  contacted within 4872 hours Again  one contacted  So  got  touch   time I  pretty annoyed  wouldnt leave  chat    resolved The assistant finally orgaised  replacement printer    arrived He said someone would contact   collecting  fault printer Guess  No one contacted  So  got  touch     fifth time   representiive said I would   dispose   printer  using  local recycling facililty I said        told previously    long wait  said someone would contact   collecting  fauilty printer I cant tell   many times ive  told someone  contact  I sitll   broken printer  home   one HP  UPS    touch  collecting  It took  15 mins  buy  printer  two days    arrive Its taken  nearly  month  get  replaced   broken one  still sitting   floorThe impression I got  HP support     total chaos,My first contact  HP  via Whatsapp  I explained  printer  brand new  broken The representitivve said   organised   new one   sent   collection   made Two weeks later nothing  happened I contacted  second time via phone    one   worst customer experiences   life Multiple convoluted options going  multiple departments customer services logistics team post sales etc etc I spoke   least 4 different people Every person I spoke    idea  I  talking  even though I provided  case ID name  email address NO ONE helped   everyone said  would  contacted  someone else I got  email  someone  Germany I live   UK  tried  help    never replied     emails  still havent   dayOther    one ever contacted   I got  touch   via whatsapp I  told I would  contacted within 4872 hours Again  one contacted  So  got  touch   time I  pretty annoyed  wouldnt leave  chat    resolved The assistant finally orgaised  replacement printer    arrived He said someone would contact   collecting  fault printer Guess  No one contacted  So  got  touch     fifth time   representiive said I would   dispose   printer  using  local recycling facililty I said        told previously    long wait  said someone would contact   collecting  fauilty printer I cant tell   many times ive  told someone  contact  I sitll   broken printer  home   one HP  UPS    touch  collecting  It took  15 mins  buy  printer  two days    arrive Its taken  nearly  month  get  replaced   broken one  still sitting   floorThe impression I got  HP support     total chaos,first contact hp via whatsapp explained printer brand new broken representitivve said organised new one sent collection made two weeks later nothing happened contacted second time via phone one worst customer experiences life multiple convoluted options going multiple departments customer services logistics team post sales etc etc spoke least 4 different people every person spoke idea talking even though provided case id name email address one helped everyone said would contacted someone else got email someone germany live uk tried help never replied emails still dayother one ever contacted got touch via whatsapp told would contacted within 4872 hours one contacted got touch time pretty annoyed would leave chat resolved assistant finally orgaised replacement printer arrived said someone would contact collecting fault printer guess one contacted got touch fifth time representiive said would dispose printer using local recycling facililty said told previously long wait said someone would contact collecting fauilty printer tell many times told someone contact sitll broken printer home one hp ups touch collecting took 15 mins buy printer two days arrive taken nearly month get replaced broken one still sitting floorthe impression got hp support total chaos
561,561,Am  annoyed  HP Smart INk theyre cancelled  subscription  theyre say theyre     theyre  gor  email  I still got 6 months I lost  new  theyre  add  back   INk theyre keep telling    cancelled     waste  INk    used  theyre ended  chat without fixing  issue,Am  annoyed  HP Smart INk theyre cancelled  subscription  theyre say theyre     theyre  gor  email  I still got 6 months I lost  new  theyre  add  back   INk theyre keep telling    cancelled     waste  INk    used  theyre ended  chat without fixing  issue,annoyed hp smart ink cancelled subscription say gor email still got 6 months lost new add back ink keep telling cancelled waste ink used ended chat without fixing issue
562,562,The Deskjet printerscanner I  doesnt want  print anymore  upgrading  Windows 11  HP Smart app doesnt recognise  printer scanning unavaliable I   reinstall   therefore  thing After painstakingly getting rid  HP Smart  reinstalling     formula    againGet  printerscanner   different manufacturer like  Japanese upstart EPSON Avoid Stateside upstarts like HP  used  make great kit    pain   neck,The Deskjet printerscanner I  doesnt want  print anymore  upgrading  Windows 11  HP Smart app doesnt recognise  printer scanning unavaliable I   reinstall   therefore  thing After painstakingly getting rid  HP Smart  reinstalling     formula    againGet  printerscanner   different manufacturer like  Japanese upstart EPSON Avoid Stateside upstarts like HP  used  make great kit    pain   neck,deskjet printerscanner want print anymore upgrading windows 11 hp smart app recognise printer scanning unavaliable reinstall therefore thing painstakingly getting rid hp smart reinstalling formula againget printerscanner different manufacturer like japanese upstart epson avoid stateside upstarts like hp used make great kit pain neck
563,563,Dont ever make  mistake  enrolling   Instant Ink All sounds wonderful BUT  brainless prats  NOT capable  collecting payment I  submitted 4  5 payment cards ALL OF WHICH HAD THE REQUIRED MONEY AVAILABLE AT ALL TIMES  Hopeless Prats  incapable  collecting  HP   dreadful company  lap top I bought  cracking  two  every product  offer including Instant Ink  flawed  truly    company  Customer Service  nonexistent   dont give   AVOID LIKE THE PLAGUE go   real computer company like DELL 4058 Reviews  90 BAD That   absolute disgrace I REST MY CASE,Dont ever make  mistake  enrolling   Instant Ink All sounds wonderful BUT  brainless prats  NOT capable  collecting payment I  submitted 4  5 payment cards ALL OF WHICH HAD THE REQUIRED MONEY AVAILABLE AT ALL TIMES  Hopeless Prats  incapable  collecting  HP   dreadful company  lap top I bought  cracking  two  every product  offer including Instant Ink  flawed  truly    company  Customer Service  nonexistent   dont give   AVOID LIKE THE PLAGUE go   real computer company like DELL 4058 Reviews  90 BAD That   absolute disgrace I REST MY CASE,ever make mistake enrolling instant ink sounds wonderful brainless prats capable collecting payment submitted 4 5 payment cards required money available times hopeless prats incapable collecting hp dreadful company lap top bought cracking two every product offer including instant ink flawed truly company customer service nonexistent give avoid like plague go real computer company like dell 4058 reviews 90 bad absolute disgrace rest case
564,564,Their staff lie  make promises    fulfil  I spoke  7 people   one called back Even  customer relations said  would send  email   complaints address aand    They   jokeThey need  arrange mystery shoppers  test   staff   followup  actions It   disppointing I wont buy theur product  I  actually traumatised   experience   lost faith    HP brand,Their staff lie  make promises    fulfil  I spoke  7 people   one called back Even  customer relations said  would send  email   complaints address aand    They   jokeThey need  arrange mystery shoppers  test   staff   followup  actions It   disppointing I wont buy theur product  I  actually traumatised   experience   lost faith    HP brand,staff lie make promises fulfil spoke 7 people one called back even customer relations said would send email complaints address aand jokethey need arrange mystery shoppers test staff followup actions disppointing buy theur product actually traumatised experience lost faith hp brand
565,565,Would give 1  I could Bought 032022 stopped working 06072022 Called supportfixed  2 wks  died again2 hrs 10 min  phone Put  side  bought cheap printer  get   I  time  waste  another support call 08022022 called    phone  2 hrs 5 minagent logged    system  whatever  needed      restart   lost connectionnever called  back I called later got new agent  phone  1 hr 20 min   thing  wanted   call  satellite provider  reset WiFi She would call  back  following afternoonNO return call I called back  next day explain   goings  Was  phone  another 3 hrs 5 min   avail When asked  call satellite company  I drew  lineI still  20 months  warranty left    stonewalled  wasting time  fixes  dont work,Would give 1  I could Bought 032022 stopped working 06072022 Called supportfixed  2 wks  died again2 hrs 10 min  phone Put  side  bought cheap printer  get   I  time  waste  another support call 08022022 called    phone  2 hrs 5 minagent logged    system  whatever  needed      restart   lost connectionnever called  back I called later got new agent  phone  1 hr 20 min   thing  wanted   call  satellite provider  reset WiFi She would call  back  following afternoonNO return call I called back  next day explain   goings  Was  phone  another 3 hrs 5 min   avail When asked  call satellite company  I drew  lineI still  20 months  warranty left    stonewalled  wasting time  fixes  dont work,would give 1 could bought 032022 stopped working 06072022 called supportfixed 2 wks died again2 hrs 10 min phone put side bought cheap printer get time waste another support call 08022022 called phone 2 hrs 5 minagent logged system whatever needed restart lost connectionnever called back called later got new agent phone 1 hr 20 min thing wanted call satellite provider reset wifi would call back following afternoonno return call called back next day explain goings phone another 3 hrs 5 min avail asked call satellite company drew linei still 20 months warranty left stonewalled wasting time fixes work
566,566,Purchased  laptop  ebay name hpstoreuk  item  advertised  brand new   faulty  screen  flickering  fuzzingIt looks like  item   faulty return  another customer I think HP  using ebay   gateway  sell customer faulty returns   hope  getting away  itYou cant advertise  brand new    clearly used  faultyI  tried contacting  numerous times via ebay   customer care line   one gets back This review wont  taken    complaint   resolvedI needed  laptop urgently   buisness,Purchased  laptop  ebay name hpstoreuk  item  advertised  brand new   faulty  screen  flickering  fuzzingIt looks like  item   faulty return  another customer I think HP  using ebay   gateway  sell customer faulty returns   hope  getting away  itYou cant advertise  brand new    clearly used  faultyI  tried contacting  numerous times via ebay   customer care line   one gets back This review wont  taken    complaint   resolvedI needed  laptop urgently   buisness,purchased laptop ebay name hpstoreuk item advertised brand new faulty screen flickering fuzzingit looks like item faulty return another customer think hp using ebay gateway sell customer faulty returns hope getting away ityou advertise brand new clearly used faultyi tried contacting numerous times via ebay customer care line one gets back review taken complaint resolvedi needed laptop urgently buisness
567,567,Ink cartridges  HP printers expensive right So expensive   make sure   cannot use  nonHP cartridges inside  They try  scam  Ink Instant money money money I   gone onto  website hoping  chat online  speaking   human  impossible HP  making  fortune  us  everyday homeowner   trying  get  I  called tech  one simple question   I see  many pages I  printed since  last purchase  ink cartridges   HP Envy 4500e printer screen Apparently  impossible question  answer without knowing  I  ink instant     serial number   machine The entire exercise   painful   several years  owning  printer  going   bin Actually better yet   garden   hammer Just   little bit  release since I cant get  hand   super rich guys   milking us ,Ink cartridges  HP printers expensive right So expensive   make sure   cannot use  nonHP cartridges inside  They try  scam  Ink Instant money money money I   gone onto  website hoping  chat online  speaking   human  impossible HP  making  fortune  us  everyday homeowner   trying  get  I  called tech  one simple question   I see  many pages I  printed since  last purchase  ink cartridges   HP Envy 4500e printer screen Apparently  impossible question  answer without knowing  I  ink instant     serial number   machine The entire exercise   painful   several years  owning  printer  going   bin Actually better yet   garden   hammer Just   little bit  release since I cant get  hand   super rich guys   milking us ,ink cartridges hp printers expensive right expensive make sure use nonhp cartridges inside try scam ink instant money money money gone onto website hoping chat online speaking human impossible hp making fortune us everyday homeowner trying get called tech one simple question see many pages printed since last purchase ink cartridges hp envy 4500e printer screen apparently impossible question answer without knowing ink instant serial number machine entire exercise painful several years owning printer going bin actually better yet garden hammer little bit release since get hand super rich guys milking us
568,568,I    HP printer  four years It  says download new drivers I  spent ages trying  download I  tried  contact  It  goes blank Virtual assistance  waste  timeGoodbye HPYou  rubbish,I    HP printer  four years It  says download new drivers I  spent ages trying  download I  tried  contact  It  goes blank Virtual assistance  waste  timeGoodbye HPYou  rubbish,hp printer four years says download new drivers spent ages trying download tried contact goes blank virtual assistance waste timegoodbye hpyou rubbish
569,569,Paid   £440    laptop fixed I  told I would receive  phone call  discuss pickup   never happened  communication  DPD delivery either  say   would  picked  Luckily I checked  DPD app   details    I  told  laptop would  fixed  sent back   within 610 working days however  calling  today day 5   update   said  dont   parts   take 5 weeks I wish I would  gone   local business    laptop fixed I would advise anyone wanting    laptop fixed  go   different company   HP Not  would I  use  service   I would  buy another HP laptop   one I   terrible   basically fallen  pieces   1 year I purchased  new   cost    £1100,Paid   £440    laptop fixed I  told I would receive  phone call  discuss pickup   never happened  communication  DPD delivery either  say   would  picked  Luckily I checked  DPD app   details    I  told  laptop would  fixed  sent back   within 610 working days however  calling  today day 5   update   said  dont   parts   take 5 weeks I wish I would  gone   local business    laptop fixed I would advise anyone wanting    laptop fixed  go   different company   HP Not  would I  use  service   I would  buy another HP laptop   one I   terrible   basically fallen  pieces   1 year I purchased  new   cost    £1100,paid 440 laptop fixed told would receive phone call discuss pickup never happened communication dpd delivery either say would picked luckily checked dpd app details told laptop would fixed sent back within 610 working days however calling today day 5 update said parts take 5 weeks wish would gone local business laptop fixed would advise anyone wanting laptop fixed go different company hp would use service would buy another hp laptop one terrible basically fallen pieces 1 year purchased new cost 1100
570,570,I would highly recommend   spend  money elsewhere This company may need   investigated They might  engaging    practice  Apple interfere   software  slow  disable  device  force   upgrading We   used  printer excessively don’t think   printed 600 pages     three years    owned  Shortly   extended warranty ended  printer died Called HP  support    none given If  want  product   last  wee bit longer  three years consider  different brand Please heed  warning  save   time  headaches,I would highly recommend   spend  money elsewhere This company may need   investigated They might  engaging    practice  Apple interfere   software  slow  disable  device  force   upgrading We   used  printer excessively don’t think   printed 600 pages     three years    owned  Shortly   extended warranty ended  printer died Called HP  support    none given If  want  product   last  wee bit longer  three years consider  different brand Please heed  warning  save   time  headaches,would highly recommend spend money elsewhere company may need investigated might engaging practice apple interfere software slow disable device force upgrading used printer excessively think printed 600 pages three years owned shortly extended warranty ended printer died called hp support none given want product last wee bit longer three years consider different brand please heed warning save time headaches
571,571,Yet another awful report  HP we’ve found   ‘customer relations’   beyond belief   incompetence  display 4 hours   phone getting  run round  pi    brewery springs  mind  get passed  one department  another They used  make good test equipment   make awful computers,Yet another awful report  HP we’ve found   ‘customer relations’   beyond belief   incompetence  display 4 hours   phone getting  run round  pi    brewery springs  mind  get passed  one department  another They used  make good test equipment   make awful computers,yet another awful report hp found 'customer relations ' beyond belief incompetence display 4 hours phone getting run round pi brewery springs mind get passed one department another used make good test equipment make awful computers
572,572,I havent even   2in1 laptop  6 months   screen started going    computer  barely used When I contacted HP    still  warranty    believe  many times I got hung    told    fault   barely used laptop broke   I would   pay 490  cost   new laptop mind   get  fixed I wish  would  read  reviews  HP   company   horrible   They deserve  stars,I havent even   2in1 laptop  6 months   screen started going    computer  barely used When I contacted HP    still  warranty    believe  many times I got hung    told    fault   barely used laptop broke   I would   pay 490  cost   new laptop mind   get  fixed I wish  would  read  reviews  HP   company   horrible   They deserve  stars,even 2in1 laptop 6 months screen started going computer barely used contacted hp still warranty believe many times got hung told fault barely used laptop broke would pay 490 cost new laptop mind get fixed wish would read reviews hp company horrible deserve stars
573,573,2 HP laptops failed within 6 months 1   faulty screen     2 keys come  HP   occasions stated  I  damaged  laptops   werent covered   warranty  I would   pay The repair cost   much   new laptop So going  throw  sub standard goods   bin  buy new laptops   proper company,2 HP laptops failed within 6 months 1   faulty screen     2 keys come  HP   occasions stated  I  damaged  laptops   werent covered   warranty  I would   pay The repair cost   much   new laptop So going  throw  sub standard goods   bin  buy new laptops   proper company,2 hp laptops failed within 6 months 1 faulty screen 2 keys come hp occasions stated damaged laptops covered warranty would pay repair cost much new laptop going throw sub standard goods bin buy new laptops proper company
574,574,Rip offs take  cash  fob     want  product fixing   warranty paid £800    one 27”    told  could repair   £490 although    warranty stay clear  big items   never ,Rip offs take  cash  fob     want  product fixing   warranty paid £800    one 27”    told  could repair   £490 although    warranty stay clear  big items   never ,rip offs take cash fob want product fixing warranty paid 800 one 27 '' told could repair 490 although warranty stay clear big items never
575,575,I bought  defective HP printer  August  21 Although tech support  never  able  fix multiple self decrisbed issues   neither refund  replace  piece  junk Tech support  rude completely ignorant andcould care less They pass   one person  another    knownothings Never   disrespected They lie  delay    e erything NEVER believe   tell ,I bought  defective HP printer  August  21 Although tech support  never  able  fix multiple self decrisbed issues   neither refund  replace  piece  junk Tech support  rude completely ignorant andcould care less They pass   one person  another    knownothings Never   disrespected They lie  delay    e erything NEVER believe   tell ,bought defective hp printer august 21 although tech support never able fix multiple self decrisbed issues neither refund replace piece junk tech support rude completely ignorant andcould care less pass one person another knownothings never disrespected lie delay e erything never believe tell
576,576,I   7 days  counting   efforts  change  credit card   instant ink repayments   taken Still unresolved  hours   time  numerous support engagements  failed  resolve  issue Similar experience previously   credit card expired  HP blocked  printer  working without telling   Could   resolved  seconds  took hours   terrible customer communication  HP HP also took increased payments   account without notification  duplicate payments    day without explanation This happened 6 weeks ago   time  writing   also still unresolved  HP support  outright ignoring  Completely  totally unacceptable service Avoid   ,I   7 days  counting   efforts  change  credit card   instant ink repayments   taken Still unresolved  hours   time  numerous support engagements  failed  resolve  issue Similar experience previously   credit card expired  HP blocked  printer  working without telling   Could   resolved  seconds  took hours   terrible customer communication  HP HP also took increased payments   account without notification  duplicate payments    day without explanation This happened 6 weeks ago   time  writing   also still unresolved  HP support  outright ignoring  Completely  totally unacceptable service Avoid   ,7 days counting efforts change credit card instant ink repayments taken still unresolved hours time numerous support engagements failed resolve issue similar experience previously credit card expired hp blocked printer working without telling could resolved seconds took hours terrible customer communication hp hp also took increased payments account without notification duplicate payments day without explanation happened 6 weeks ago time writing also still unresolved hp support outright ignoring completely totally unacceptable service avoid
577,577,I  never buy  hp  You want  charge  monthly  technical support On  laptop I purchased  3 year warranty  Just   told technical support  troubleshooting   covered How  hell   even possible What  kind  malarkey   I regret spending alot 600 dollars   laptop Worst company Ive ever   deal  Worthless,I  never buy  hp  You want  charge  monthly  technical support On  laptop I purchased  3 year warranty  Just   told technical support  troubleshooting   covered How  hell   even possible What  kind  malarkey   I regret spending alot 600 dollars   laptop Worst company Ive ever   deal  Worthless,never buy hp want charge monthly technical support laptop purchased 3 year warranty told technical support troubleshooting covered hell even possible kind malarkey regret spending alot 600 dollars laptop worst company ever deal worthless
578,578,I purchased  HP laptop direct   company    well    hen I started experiencing wifi connectivity issues  home Only   HP Not  four  computers  six phones    stay connected If  contact HP customer service  insist  issue isnt  computer   wifi   connected  half  dozen  devices They pretend  troubleshoot One   people I spoke  said  connect   phone hotspot Super solutionEvery time I contact customer service     process difficult  also  lack  caring  lack  plausible solutions    frustrating Ive opened complaints   told  manager  call   help  today I  told   three separate occasions Three months later Im still waiting    callIve never experienced  many issues    company care  little   So  moral   story  dont  check specs   computer check  whether   youll  able  get  assistance   sale   inevitably   issue With HP  youre frustrated   computer   try  get help  fix   frustration  explode  thousandfold,I purchased  HP laptop direct   company    well    hen I started experiencing wifi connectivity issues  home Only   HP Not  four  computers  six phones    stay connected If  contact HP customer service  insist  issue isnt  computer   wifi   connected  half  dozen  devices They pretend  troubleshoot One   people I spoke  said  connect   phone hotspot Super solutionEvery time I contact customer service     process difficult  also  lack  caring  lack  plausible solutions    frustrating Ive opened complaints   told  manager  call   help  today I  told   three separate occasions Three months later Im still waiting    callIve never experienced  many issues    company care  little   So  moral   story  dont  check specs   computer check  whether   youll  able  get  assistance   sale   inevitably   issue With HP  youre frustrated   computer   try  get help  fix   frustration  explode  thousandfold,purchased hp laptop direct company well hen started experiencing wifi connectivity issues home hp four computers six phones stay connected contact hp customer service insist issue computer wifi connected half dozen devices pretend troubleshoot one people spoke said connect phone hotspot super solutionevery time contact customer service process difficult also lack caring lack plausible solutions frustrating opened complaints told manager call help today told three separate occasions three months later still waiting callive never experienced many issues company care little moral story check specs computer check whether able get assistance sale inevitably issue hp frustrated computer try get help fix frustration explode thousandfold
579,579,Terrible service  purchasing  instock laptop Recently  decided  purchase  laptop direct  HP   niece   birthday gift  study gaming   placed  order I made sure   instock    stated  arrive  2 daysOn  day  delivery   hadnt received  tracking  checked  site   order  still processing    spoke  support  stated theyd raise    warehouse  advised  order would ship within 24hrsThe next day   order  still  shipped  contacted    advised  somehow  FREE care pack offer  laptop came   blocking  shipping   order     corrected   order would ship todayLater   afternoon  received  email hoping  would   shipping confirmation   instead   order delay email After speaking  support   advised  issue   free care pack    meant    fixed   order    ship  48hrs taking    weekend    dont shipDue   issues  cancelled  order  despite taking  payment via PayPal instantly     wait 5 working days   refund   issuesI    buying direct  HPcom ever ,Terrible service  purchasing  instock laptop Recently  decided  purchase  laptop direct  HP   niece   birthday gift  study gaming   placed  order I made sure   instock    stated  arrive  2 daysOn  day  delivery   hadnt received  tracking  checked  site   order  still processing    spoke  support  stated theyd raise    warehouse  advised  order would ship within 24hrsThe next day   order  still  shipped  contacted    advised  somehow  FREE care pack offer  laptop came   blocking  shipping   order     corrected   order would ship todayLater   afternoon  received  email hoping  would   shipping confirmation   instead   order delay email After speaking  support   advised  issue   free care pack    meant    fixed   order    ship  48hrs taking    weekend    dont shipDue   issues  cancelled  order  despite taking  payment via PayPal instantly     wait 5 working days   refund   issuesI    buying direct  HPcom ever ,terrible service purchasing instock laptop recently decided purchase laptop direct hp niece birthday gift study gaming placed order made sure instock stated arrive 2 dayson day delivery received tracking checked site order still processing spoke support stated would raise warehouse advised order would ship within 24hrsthe next day order still shipped contacted advised somehow free care pack offer laptop came blocking shipping order corrected order would ship todaylater afternoon received email hoping would shipping confirmation instead order delay email speaking support advised issue free care pack meant fixed order ship 48hrs taking weekend shipdue issues cancelled order despite taking payment via paypal instantly wait 5 working days refund issuesi buying direct hpcom ever
